0,3.38,6.05,6.71,6.58,8.52,9.44,11.73,14.86,8.85,11.99,10.1,7.49,8.08,6.8,6.69,6.32,5.27,5.76,5.74,3.12,5.09,5.21,4.15,3.03,4.37,3.39,2.8,4.43,4.49,1.49,0,0,1.89,2.11,0
0,0,3.15,4.31,4.84,6.2,6.59,6,6.5,7.05,7.97,6.59,6.56,8.32,6.39,7.13,6.85,4.1,6.29,6.08,1.89,5.17,5.36,4.25,2.7,4.37,3.3,2.41,4.32,4.46,1.62,1.38,1.56,3.61,3.56,0
0,0,1.88,3,4.27,5.82,6.23,5.48,5.09,3.1,5.68,9.52,8.52,5.97,6.18,7.34,6.69,4.17,6.13,6.05,0,4.69,5.55,4.15,2.58,4.6,3.67,2.55,4.64,4.64,1.67,1.63,3.87,5.54,3.73,0
0,0,0,2.04,4.27,5.42,6.56,5.31,5.22,4.18,5.21,6.23,5.91,5.85,4.95,6.44,6.33,3.88,5.93,5.88,1.51,4.34,5.45,4.11,2.61,4.52,3.89,2.65,4.55,4.4,1.74,3.01,4.4,4.99,3.17,0
0,0,0,3.21,4.06,4.3,4.95,5.22,5.69,6.45,9.06,9.77,10.56,6.19,3.83,5.74,5.67,3.66,5.74,5.63,0,3.32,5.08,3.77,1.81,4.33,3.67,2.26,4.37,4.12,1.85,2.8,3.83,3.54,2.1,0
0,0,0,1.86,2.49,3.28,4.29,4.69,5.13,4.96,5.33,5.7,6.25,4.86,4.28,2.14,2.15,2.68,4.31,4.99,0,3.31,5.06,3.66,0,4.42,4,1.99,4.23,4.28,1.89,2.92,3.98,3.18,0,0
0,0,0,0,1.7,3.11,4.22,4.95,5.37,5.37,5.37,5.93,6.49,5.13,3.98,3.57,3.33,0,3.35,3.55,1.36,2.67,3.9,3.41,0,3.91,3.61,1.44,3.64,3.81,1.63,2.52,4.02,2.8,0,0
0,0,0,0,2.65,2.68,3.11,4.17,4.36,4.81,5.05,5,5.26,4.32,4.06,3.8,3.04,4.33,1.58,2.81,0,0,2.74,1.81,0,3.2,2.99,0,2.84,3.4,0,1.98,3.81,2.07,0,0
0,0,0,0,0,0,2.56,2.91,3.78,4.16,4.42,4.01,4.41,3.28,3.09,3.08,2.92,2.79,3.96,0,0,0,0,0,0,2.15,2.16,0,1.77,2.5,0,0,2.92,1.58,0,0
0,0,0,0,0,0,0,2.81,3.58,3.96,3.96,3.5,4.37,3.23,2.85,2.64,2.49,2.4,2.39,3.34,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
0,0,0,0,0,0,0,0,0,1.52,2.19,2.25,2.63,2.5,2.37,2.32,2.14,2.03,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
