1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,2,2,2,2,2,2,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,7,7,7,5,5,5,5,11,11,11,11,11,5,5,5,5,8,8,8,2,2,2,2,9,9,9,6,6,6,6,12,12,12,12,12,6,6,6,6,10,10,10,3,3,3,3,3,3,3,3,3
13,13,13,13,13,13,13,13,7,7,7,7,7,5,11,11,11,11,11,11,11,11,5,5,8,8,8,8,0,0,0,0,9,9,9,9,6,6,12,12,12,12,12,12,12,12,6,10,10,10,10,10,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,0,0,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,0,0,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,7,11,11,11,11,11,15,15,11,11,11,11,11,11,8,8,8,8,0,0,9,9,9,9,12,12,12,12,12,12,16,16,12,12,12,12,12,10,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,11,11,11,11,11,15,15,15,15,11,11,11,11,11,8,8,8,8,8,9,9,9,9,9,12,12,12,12,12,16,16,16,16,12,12,12,12,12,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,11,11,11,11,11,15,15,15,15,11,11,11,11,11,8,8,8,8,8,9,9,9,9,9,12,12,12,12,12,16,16,16,16,12,12,12,12,12,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,11,11,11,11,11,15,15,15,15,11,11,11,11,11,8,8,8,8,8,9,9,9,9,9,12,12,12,12,12,16,16,16,16,12,12,12,12,12,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,11,11,11,11,11,15,15,15,15,11,11,11,11,11,8,8,8,8,0,0,9,9,9,9,12,12,12,12,12,16,16,16,16,12,12,12,12,12,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,7,11,11,11,11,11,15,15,11,11,11,11,11,8,8,8,8,8,0,0,9,9,9,9,9,12,12,12,12,12,16,16,12,12,12,12,12,10,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,0,0,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,0,0,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,7,7,7,7,17,17,11,11,11,11,11,11,11,11,17,8,8,8,8,8,0,0,0,0,9,9,9,9,9,18,12,12,12,12,12,12,12,12,18,18,10,10,10,10,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,13,7,7,17,17,17,17,17,11,11,11,11,17,17,17,17,8,8,8,8,0,0,0,0,0,9,9,9,18,18,18,18,12,12,12,12,18,18,18,18,18,10,10,14,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,0,0,0,0,0,0,9,9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22
19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22
19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22
19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22
19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22
19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22
19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22
19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22
19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22
19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22
19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22
19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22
19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22
19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22
19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22
19,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22
19,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22
19,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22
19,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22
19,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22
0,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,0
0,0,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,0,0
